Street_Number,Street_Name,Street_Side,Skytrain_Station_Name,BIA,Number_of_Racks,Year_Installed,Latitude,Longitude,Full_Name
75,W 7th Av,North,,,1,2012,49.2648527,-123.1065479,75 W 7th Av
368,W 7th Av,South,,,3,2013,49.2646455,-123.1126191,368 W 7th Av
1525,W 8th Av,North,,,2,Prior 2010,49.2646489,-123.1392119,1525 W 8th Av
15,W 8th Ave,North,,,4,2014,49.2639067,-123.1053388,15 W 8th Ave
230,W Broadway,South,,,1,Prior 2010,49.2629629,-123.1104105,230 W Broadway
496,W Broadway,South,Broadway-City Hall,,11,2012,49.2628475,-123.1145174,496 W Broadway
695,W Broadway,North,,,1,Prior 2010,49.2634442,-123.1197138,695 W Broadway
1245,W Broadway,North,,,1,2013,49.26374269999999,-123.1326009,1245 W Broadway
1755,W Broadway,North,,,2,Prior 2010,49.2639035,-123.1447098,1755 W Broadway
2156,W Broadway,South,,,2,2015,49.2636094,-123.1540958,2156 W Broadway
2225,W Broadway,North,,,1,2014,49.2640442,-123.1562276,2225 W Broadway
2505,W Broadway,North,,,1,2012,49.2641369,-123.1627316,2505 W Broadway
2505,W Broadway,North,,,1,2014,49.2641369,-123.1627316,2505 W Broadway
2699,W Broadway,North,,,1,Prior 2010,49.2641867,-123.1663153,2699 W Broadway
2790,W Broadway,South,,WB,1,2011,49.2639346,-123.1679034,2790 W Broadway
2868,W Broadway,South,,WB,1,2011,49.2638916,-123.1694263,2868 W Broadway
3035,W Broadway,North,,,2,Prior 2010,49.2643887,-123.1726934,3035 W Broadway
3038,W Broadway,South,,WB,1,2011,49.2640362,-123.1729945,3038 W Broadway
3083,W Broadway,East,,WB,2,2011,49.2642971,-123.1735523,3083 W Broadway
3124,W Broadway,South,,,1,Prior 2010,49.264046,-123.1747549,3124 W Broadway
2,W Cordova St,South,,GT,5,2012,49.2823395,-123.1045121,2 W Cordova St
309,W Cordova St,West,,GT,1,2016,49.2835562,-123.1097449,309 W Cordova St
43,W Hastings St,North,,,1,2012,49.2820917,-123.1059682,43 W Hastings St
126,W Hastings St,South,,HC,1,2013,49.2820525,-123.1082367,126 W Hastings St
198,W Hastings St,South,,,2,2010,49.28224119999999,-123.1094506,198 W Hastings St
219,W Hastings St,North,,,1,2012,49.2827997,-123.1099855,219 W Hastings St
337,W Hastings St,North,,,1,Prior 2010,49.2832737,-123.1103972,337 W Hastings St
515,W Hastings St,North,,,2,Prior 2010,49.28451159999999,-123.1116016,515 W Hastings St
808,W Hastings St,South,,,1,Prior 2010,49.2859071,-123.115404,808 W Hastings St
3,Water St,North,,GT,3,2012,49.2835732,-123.1041015,3 Water St
19,Water St,North,,GT,1,2012,49.2838285,-123.1046947,19 Water St
2190,York Av,South,,,2,2015,49.27146639999999,-123.1548701,2190 York Av
55,Alexander St,North,,GT,1,Prior 2010,49.2837931,-123.1029133,55 Alexander St
320,Alexander St,South,,STRC,2,2014,49.2839462,-123.0968841,320 Alexander St
200,Alexander St,North,,STRC,2,2012,49.2839913,-123.099261,200 Alexander St
2576,Arbutus St,East,,,1,2015,49.26299789999999,-123.1527253,2576 Arbutus St
2620,Arbutus St,East,,,1,2015,49.262727,-123.152751,2620 Arbutus St
2486,Bayswater St,East,,WB,1,2011,49.2644683,-123.170967,2486 Bayswater St
546,Beatty St,East,,,1,2011,49.2805376,-123.1092087,546 Beatty St
590,Beatty St,East,Stadium-Chinatown,,2,2012,49.2799016,-123.1099996,590 Beatty St
780,Beatty St,East,,,2,2011,49.2778028,-123.1133517,780 Beatty St
780,Beatty St,East,,,1,2016,49.2778028,-123.1133517,780 Beatty St
855,Beatty St,East,,,2,2016,49.2770358,-123.1151197,855 Beatty St
928,Beatty St,East,,,7,2016,49.2761671,-123.1156937,928 Beatty St
2400,Birch St,West,,,1,2012,49.2644319,-123.1336909,2400 Birch St
1350,Burrard St,East,,,1,2015,49.2773234,-123.1313815,1350 Burrard St
340,Cambie St,East,,CB,2,2016,49.2827963,-123.1090905,340 Cambie St
4008,Cambie St,East,,CB,2,2016,49.2499666,-123.1150622,4008 Cambie St
1269,Clark Drive,West,,,2,2015,49.2735044,-123.0774821,1269 Clark Drive
1505,Commercial Drive,West,,,1,Prior 2010,49.2712541,-123.0697633,1505 Commercial Drive
1592,Comox St,South,,,1,Prior 2010,49.2865258,-123.1367879,1592 Comox St
710,Denman St,East,,,2,Prior 2010,49.2919129,-123.134434,710 Denman St
718,Denman St,East,,,1,Prior 2010,49.29190810000001,-123.1345294,718 Denman St
958,Denman St,East,,,1,Prior 2010,49.2897499,-123.137713,958 Denman St
1184,Denman St,East,,,3,2011,49.2873409,-123.141284,1184 Denman St
530,Drake St,South,,,1,Prior 2010,49.27508779999999,-123.1268844,530 Drake St
2505,Dunbar St,West,,,1,Prior 2010,49.26431050000001,-123.1839742,2505 Dunbar St
4219,Dunbar St,West,,,1,Prior 2010,49.2487463,-123.1856164,4219 Dunbar St
900,Dunsmuir St,South,,,1,Prior 2010,49.2849,-123.1183933,900 Dunsmuir St
3660,E Hastings St,South,,,2,2011,49.2808897,-123.0244078,3660 E Hastings St
4097,Fraser St,West,,,1,2012,49.2487708,-123.0905496,4097 Fraser St
4305,Fraser St,West,,,1,2012,49.2464545,-123.0903838,4305 Fraser St
850,Granville St,East,,,1,Prior 2010,49.280699,-123.1206054,850 Granville St
1451,Hornby St,West,,,3,2012,49.275848,-123.1325393,1451 Hornby St
888,Kingsway,South,,,1,2015,49.2547095,-123.0859301,888 Kingsway
309,Main St,West,,,1,2012,49.28209500000001,-123.099912,309 Main St
2702,Main St,East,,,1,2015,49.2609979,-123.1007289,2702 Main St
2812,Main St,East,,,1,2012,49.2599989,-123.1008222,2812 Main St
2899,Main St,West,,,1,2015,49.2594523,-123.1014938,2899 Main St
3102,Main St,East,,,1,Prior 2010,49.2572552,-123.1008705,3102 Main St
3573,Main St,West,,,1,2015,49.25331629999999,-123.1012429,3573 Main St
4071,Main St,West,,,2,2013,49.2491693,-123.1014504,4071 Main St
4205,Main St,East,,,1,Prior 2010,49.2478138,-123.1013909,4205 Main St
4288,Main St,East,,,1,2015,49.24673259999999,-123.1009383,4288 Main St
4514,Main St,East,,,1,2015,49.24417039999999,-123.101145,4514 Main St
5749,Main St,West,,,1,Prior 2010,49.2327281,-123.1014937,5749 Main St
3208,Oak St,East,,,1,Prior 2010,49.2567937,-123.1268806,3208 Oak St
1108,Pacific Boulevard,South,,YT,1,2016,49.27416669999999,-123.1197222,1108 Pacific Boulevard
1165,Pacific Boulevard,North,,YT,1,2016,49.2745206,-123.1205688,1165 Pacific Boulevard
355,Smithe St,North,,DVBIA,2,2016,49.278276,-123.117944,355 Smithe St
5052,Victoria Drive,East,,VDR,1,2012,49.238506,-123.065213,5052 Victoria Drive
3743,W 10th Av,North,,,1,Prior 2010,49.2636854,-123.1868934,3743 W 10th Av
4485,W 10th Av,North,,PGV,1,2011,49.2639799,-123.2085501,4485 W 10th Av
980,W 15th Av,South,,,1,2015,49.2576881,-123.1267426,980 W 15th Av
2595,W 16th Av,North,,,1,2012,49.2577545,-123.1646525,2595 W 16th Av
2595,W 16th Av,North,,,1,2012,49.2577545,-123.1646525,2595 W 16th Av
2607,W 16th Av,North,,,1,Prior 2010,49.2578275,-123.1651607,2607 W 16th Av
1901,W 1st Av,North,,,1,2015,49.2708695,-123.1481669,1901 W 1st Av
525,W 2nd Av,North,Olympic Village,,4,2012,49.2667576,-123.1147475,525 W 2nd Av
1650,W 2nd Av,South,,,1,2012,49.2695198,-123.1419543,1650 W 2nd Av
105,W 3rd Av,North,,,1,2012,49.2685602,-123.1068454,105 W 3rd Av
2094,W 41st Av,South,,,1,2012,49.2343596,-123.1547305,2094 W 41st Av
165,W 4th,North,,,3,2014,49.267579,-123.1091948,165 W 4th
2021,W 4th Av,North,,,1,2011,49.26823779999999,-123.1509646,2021 W 4th Av
2089,W 4th Av,North,,,1,Prior 2010,49.2683619,-123.1523922,2089 W 4th Av
2170,W 4th Av,South,,,1,2011,49.2679548,-123.1544493,2170 W 4th Av
2170,W 4th Av,South,,,1,2010,49.2679548,-123.1544493,2170 W 4th Av
2340,W 4th Av,South,,,1,2011,49.2680595,-123.1583241,2340 W 4th Av
2383,W 4th Av,North,,,1,2011,49.2684892,-123.1594804,2383 W 4th Av
2388,W 4th Av,South,,,1,Prior 2010,49.2680255,-123.1594631,2388 W 4th Av
2645,W 4th Av,North,,,1,2012,49.2684676,-123.1657785,2645 W 4th Av
2766,W 4th Av,South,,,2,2016,49.26822749999999,-123.1678103,2766 W 4th Av
2923,W 4th Av,North,,,1,2012,49.2685191,-123.1699271,2923 W 4th Av
3570,W 4th Av,South,,,1,2012,49.2684604,-123.183119,3570 W 4th Av
3571,W 4th Av,North,,,2,2012,49.2687328,-123.1833272,3571 W 4th Av
3689,W 4th Av,North,,,1,2012,49.2687435,-123.1854349,3689 W 4th Av
228,W 7th Av,South,,,1,2012,49.2646701,-123.1096665,228 W 7th Av
260,W 8th Av,South,,,2,2012,49.2637234,-123.110487,260 W 8th Av
885,W Broadway,North,,,1,Prior 2010,49.2636349,-123.1236135,885 W Broadway
1089,W Broadway,North,,,1,2015,49.26370679999999,-123.1285137,1089 W Broadway
1867,W Broadway,North,,,2,Prior 2010,49.2639991,-123.1472191,1867 W Broadway
2545,W Broadway,North,,,3,Prior 2010,49.26421,-123.1633637,2545 W Broadway
2582,W Broadway,South,,,1,Prior 2010,49.2638585,-123.1643981,2582 W Broadway
2665,W Broadway,North,,,3,Prior 2010,49.264241,-123.165525,2665 W Broadway
2902,W Broadway,West,,WB,1,2011,49.2640022,-123.1703183,2902 W Broadway
2979,W Broadway,North,,WB,1,2011,49.26444189999999,-123.1719787,2979 W Broadway
3036,W Broadway,South,,,1,Prior 2010,49.26403579999999,-123.1729424,3036 W Broadway
3124,W Broadway,South,,,1,2012,49.264046,-123.1747549,3124 W Broadway
3156,W Broadway,South,,WB,1,2011,49.2640661,-123.1752812,3156 W Broadway
3313,W Broadway,North,,WB,1,2011,49.2645516,-123.178444,3313 W Broadway
3428,W Broadway,South,,WB,1,2011,49.2641635,-123.1805428,3428 W Broadway
304,W Cordova St,North,,GT,1,2016,49.2835202,-123.1094297,304 W Cordova St
415,W Cordova St,North,,GT,2,2012,49.2844448,-123.1103074,415 W Cordova St
801,W Georgia St,North,,,1,2015,49.28364149999999,-123.1188349,801 W Georgia St
1030,W Georgia St,South,,,1,Prior 2010,49.28458630000001,-123.1219789,1030 W Georgia St
219,W Hastings St,North,,,1,2011,49.2827997,-123.1099855,219 W Hastings St
700,W Hastings St,South,,,2,2010,49.2861412,-123.1157307,700 W Hastings St
900,W Hastings St,South,,,2,Prior 2010,49.2866163,-123.1164889,900 W Hastings St
1055,W Hastings St,North,,,2,Prior 2010,49.28765749999999,-123.1183816,1055 W Hastings St
819,W Pender St,North,,,1,2011,49.28568929999999,-123.1160558,819 W Pender St
829,W Pender St,North,,,1,2011,49.2857265,-123.116233,829 W Pender St
134,Abbott St,East,,GT,1,2012,49.2840955,-123.106071,134 Abbott St
455,Abbott St,West,,HC,4,2014,49.2814134,-123.1077119,455 Abbott St
660,Abbott St,East,,HC,1,2014,49.279143,-123.1074462,660 Abbott St
683,Abbott St,West,,HC,1,2014,49.27906220000001,-123.1078301,683 Abbott St
1400,Balsam St,East,,,1,2012,49.2734562,-123.1598454,1400 Balsam St
5704,Balsam St,East,,,1,2012,49.2343702,-123.1611127,5704 Balsam St
568,Beatty St,East,,,1,2011,49.2801435,-123.1099235,568 Beatty St
873,Beatty St,West,,,1,Prior 2010,49.2767943,-123.115603,873 Beatty St
989,Beatty St,West,,YT,1,2016,49.27582109999999,-123.1170824,989 Beatty St
200,Burrard St,West,,,1,Prior 2010,49.2876462,-123.1151089,200 Burrard St
888,Burrard St,East,,,3,2010,49.2821889,-123.1239309,888 Burrard St
1088,Burrard St,East,,,2,2015,49.2801631,-123.1271501,1088 Burrard St
1100,Bute St,East,,,2,2012,49.2828451,-123.1317806,1100 Bute St
220,Cambie St,East,,,2,Prior 2010,49.2841284,-123.1084971,220 Cambie St
310,Cambie St,East,,CB,2,2016,49.2831057,-123.1091221,310 Cambie St
2915,Cambie St,West,,CB,1,2016,49.2593483,-123.1152182,2915 Cambie St
3365,Cambie St,West,,,1,Prior 2010,49.2554283,-123.1154536,3365 Cambie St
4018,Cambie St,East,,CB,1,2016,49.2498394,-123.1152074,4018 Cambie St
298,Carrall St,East,,,2,Prior 2010,49.2824744,-123.1043081,298 Carrall St
505,Clark Dr,West,,,1,Prior 2010,49.2801463,-123.0775338,505 Clark Dr
912,Clark Dr,South,,,2,2011,49.2765703,-123.0768414,912 Clark Dr
823,Clark Drive,West,,,2,2015,49.2774097,-123.0774063,823 Clark Drive
1103,Commercial Drive,West,,,1,2012,49.2746671,-123.0697297,1103 Commercial Drive
1111,Commercial Drive,West,,,1,Prior 2010,49.274532,-123.069812,1111 Commercial Drive
1714,Commercial Drive,East,,,1,Prior 2010,49.269299,-123.0694659,1714 Commercial Drive
2096,Commercial Drive,East,,,1,Prior 2010,49.2660509,-123.0694336,2096 Commercial Drive
2360,Commercial Drive,East,,,1,2015,49.2637892,-123.0695469,2360 Commercial Drive
2575,Commercial Drive,West,,,1,Prior 2010,49.26162249999999,-123.0700671,2575 Commercial Drive
2601,Commercial Drive,West,,,1,2015,49.2612465,-123.0699903,2601 Commercial Drive
2703,Commercial Drive,West,,,1,2015,49.2603164,-123.0700468,2703 Commercial Drive
100,Cordova St,East,,HC,1,2014,49.2827542,-123.10664,100 Cordova St
1660,Cypress St,East,,,1,2015,49.271057,-123.1476917,1660 Cypress St
297,Davie St,North,Yaletown-Roundhouse,,6,2012,49.2745049,-123.1212971,297 Davie St
671,Davie St,North,,,1,Prior 2010,49.2769073,-123.1255466,671 Davie St
1702,Davie St,South,,,1,Prior 2010,49.2861935,-123.1405879,1702 Davie St
785,Denman St,West,,,3,Prior 2010,49.2916634,-123.1354806,785 Denman St
3211,Dunbar St,West,,,1,Prior 2010,49.2577328,-123.1853399,3211 Dunbar St
3228,Dunbar St,East,,,2,Prior 2010,49.2576686,-123.1847091,3228 Dunbar St
4306,Dunbar St,East,,,1,2012,49.2479191,-123.1848995,4306 Dunbar St
4336,Dunbar St,East,,,1,2012,49.2475073,-123.1852208,4336 Dunbar St
4355,Dunbar St,West,,,1,2012,49.2474801,-123.1855133,4355 Dunbar St
304,Dunlevy Av,North,,STRC,2,2012,49.28198099999999,-123.0951257,304 Dunlevy Av
579,Dunsmuir St,North,,,1,Prior 2010,49.2828712,-123.115043,579 Dunsmuir St
635,E 15th Av,North,,,1,2011,49.2573,-123.0904128,635 E 15th Av
211,E 16th Av,North,,,1,Prior 2010,49.25679359999999,-123.1005244,211 E 16th Av
197,E 17th Av,North,,,1,Prior 2010,49.2557835,-123.1017567,197 E 17th Av
173,E 3rd Av,North,,,3,2015,49.2683355,-123.1009983,173 E 3rd Av
56,E 5th Av,South,,,1,2015,49.2663368,-123.1034555,56 E 5th Av
60,E 5th Av,South,,,1,2015,49.26619460000001,-123.1031955,60 E 5th Av
612,E Broadway,South,,,2,2011,49.2623436,-123.0906434,612 E Broadway
1037,E Broadway,North,,,2,2015,49.2625847,-123.0824038,1037 E Broadway
1458,E Broadway,South,,,1,2013,49.2621604,-123.0744298,1458 E Broadway
239,E Georgia St,North,,CHTN,1,Prior 2010,49.27866849999999,-123.0981975,239 E Georgia St
239,E Georgia St,North,,CHTN,1,2012,49.27866849999999,-123.0981975,239 E Georgia St
403,E Hastings St,North,,STRC,1,2012,49.28153,-123.0950303,403 E Hastings St
449,E Hastings St,North,,,1,Prior 2010,49.2814725,-123.0942354,449 E Hastings St
649,E Hastings St,South,,STRC,1,2014,49.2813324,-123.0903681,649 E Hastings St
651,E Hastings St,South,,STRC,1,2014,49.2813347,-123.0902822,651 E Hastings St
1222,E Hastings St,South,,,2,2015,49.2811696,-123.0781524,1222 E Hastings St
1489,E Hastings St,West,,,2,2014,49.2814912,-123.0744177,1489 E Hastings St
2647,E Hastings St,North,,,1,2012,49.2812777,-123.0507499,2647 E Hastings St
3501,E Hastings St,North,,,1,2011,49.2812668,-123.0280706,3501 E Hastings St
3550,E Hastings St,South,,,1,Prior 2010,49.2809377,-123.0269971,3550 E Hastings St
3561,E Hastings St,North,,,1,2011,49.28143679999999,-123.0268501,3561 E Hastings St
3683,E Hastings St,North,,,2,2011,49.28132919999999,-123.0240684,3683 E Hastings St
3455,Fraser St,West,,,1,2013,49.25421650000001,-123.0902466,3455 Fraser St
4153,Fraser St,West,,,1,2012,49.2480222,-123.090513,4153 Fraser St
4238,Fraser St,East,,,1,2016,49.2472826,-123.0899567,4238 Fraser St
6007,Fraser St,West,,,1,2012,49.22999249999999,-123.0908806,6007 Fraser St
6108,Fraser St,East,,SHL,1,2011,49.2290114,-123.0904909,6108 Fraser St
6504,Fraser St,East,,SHL,1,2011,49.2253578,-123.090363,6504 Fraser St
1149,Granville St,West,,DVBIA,2,2013,49.27777709999999,-123.1255613,1149 Granville St
2247,Granville St,West,,,1,Prior 2010,49.2654782,-123.138854,2247 Granville St
2335,Granville St,West,,SGV,1,2013,49.26478119999999,-123.1387406,2335 Granville St
2750,Granville St,East,,SGV,1,2013,49.2613709,-123.1382288,2750 Granville St
8289,Granville St,West,,,1,Prior 2010,49.2115405,-123.1407102,8289 Granville St
305,Alexander St,North,,STRC,1,2012,49.2842,-123.0977177,305 Alexander St
475,Alexander St,North,,STRC,2,2012,49.2841698,-123.0939512,475 Alexander St
2630,Arbutus St,East,,,1,2015,49.2625336,-123.1528105,2630 Arbutus St
2738,Arbutus St,East,,,1,2015,49.26177029999999,-123.1528403,2738 Arbutus St
837,Beatty St,West,,,1,2011,49.27730099999999,-123.1147181,837 Beatty St
2400,Blenheim St,East,,WB,1,2011,49.2649875,-123.1776522,2400 Blenheim St
936,Bute St,East,,,2,Prior 2010,49.28430909999999,-123.1290429,936 Bute St
317,Cambie St,West,,CB,1,2016,49.2832533,-123.109406,317 Cambie St
4023,Cambie St,West,,CB,2,2016,49.2498405,-123.115581,4023 Cambie St
620,Clark Drive,East,,,1,2015,49.279225,-123.0767131,620 Clark Drive
351,Columbia St,East,,,1,2014,49.2818382,-123.1024114,351 Columbia St
1034,Commercial Drive,East,,,1,2012,49.275214,-123.0692165,1034 Commercial Drive
1105,Davie St,North,,,2,Prior 2010,49.28070169999999,-123.1311372,1105 Davie St
1204,Davie St,South,,,2,Prior 2010,49.281838,-123.1336756,1204 Davie St
1232,Davie St,South,,,1,2015,49.282144,-123.1341606,1232 Davie St
849,Denman St,West,,,2,2015,49.2909522,-123.1365405,849 Denman St
961,Denman St,West,,,1,Prior 2010,49.2899103,-123.1380862,961 Denman St
4243,Dunbar St,West,,,1,2012,49.2485705,-123.1854755,4243 Dunbar St
4326,Dunbar St,East,,,1,Prior 2010,49.2476665,-123.1848143,4326 Dunbar St
1700,E 10th Av,North,,,1,2010,49.2612811,-123.0696104,1700 E 10th Av
615,E Broadway,North,,,1,Prior 2010,49.2626839,-123.0905008,615 E Broadway
208,E Georgia St,South,,CHTN,1,2012,49.2784676,-123.0993895,208 E Georgia St
769,E Hastings St,North,,STRC,2,2012,49.28146530000001,-123.0879258,769 E Hastings St
872,E Hastings St,South,,,1,2015,49.2808728,-123.0855491,872 E Hastings St
875,E Hastings St,North,,,1,2015,49.2813587,-123.0854897,875 E Hastings St
878,E Hastings St,South,,,1,2015,49.2808935,-123.0853755,878 E Hastings St
890,E Hastings St,South,,STRC,3,2016,49.2807916,-123.0850262,890 E Hastings St
1489,E Hastings St,North,,,1,2012,49.2814912,-123.0744177,1489 E Hastings St
1736,E Hastings St,South,,,1,2012,49.2809132,-123.0696168,1736 E Hastings St
100,E Pender St,South,,,1,Prior 2010,49.2803417,-123.1021083,100 E Pender St
3381,Fraser St,West,,,1,2013,49.2547918,-123.0901694,3381 Fraser St
470,Granville St,East,,,1,Prior 2010,49.2845671,-123.1141855,470 Granville St
2705,Granville St,West,,SGV,1,2013,49.261613,-123.13888,2705 Granville St
2977,Granville St,West,,SGV,1,2013,49.2591852,-123.1391164,2977 Granville St
2996,Granville St,East,,,1,Prior 2010,49.2590704,-123.1384745,2996 Granville St
8155,Granville St,West,,MRP,1,2012,49.2121497,-123.1409344,8155 Granville St
8594,Granville St,East,,,1,Prior 2010,49.2088121,-123.140152,8594 Granville St
8662,Granville St,East,,,1,Prior 2010,49.20777090000001,-123.1403249,8662 Granville St
3265,Heather St,West,,,1,2015,49.2564618,-123.1203861,3265 Heather St
1085,Helmcken St,West,,,1,2011,49.2799643,-123.1270534,1085 Helmcken St
1122,Homer St,East,,,1,2011,49.2760317,-123.1218906,1122 Homer St
5128,Joyce St,East,,,1,2014,49.2378741,-123.0320065,5128 Joyce St
76,Kingsway,West,,,2,2012,49.2631763,-123.1000929,76 Kingsway
398,Kingsway,South,,,1,2013,49.2594615,-123.0965493,398 Kingsway
1022,Kingsway,South,,,1,2015,49.2535073,-123.0835796,1022 Kingsway
1398,Kingsway,South,,,1,2014,49.25002869999999,-123.0763795,1398 Kingsway
3096,Main St,East,,,2,2015,49.2576533,-123.1008875,3096 Main St
3443,Main St,West,,,1,2015,49.2541807,-123.1008599,3443 Main St
4136,Main St,East,,,1,2015,49.24829949999999,-123.100771,4136 Main St
4363,Main St,West,,,1,Prior 2010,49.2464617,-123.1014422,4363 Main St
1316,Nanaimo St,East,,,1,2014,49.2729231,-123.0563706,1316 Nanaimo St
3108,Oak St,East,,,2,2015,49.2576028,-123.1270098,3108 Oak St
1196,Pacific Boulevard,South,,,1,2015,49.273929,-123.1208372,1196 Pacific Boulevard
1213,Pacific Boulevard,North,,,1,2015,49.2740549,-123.1222679,1213 Pacific Boulevard
398,Powell St,South,,STRC,1,2012,49.28301949999999,-123.0955299,398 Powell St
403,Powell St,North,,STRC,1,2012,49.2833422,-123.0950377,403 Powell St
543,Powell St,North,,,1,Prior 2010,49.2833188,-123.0923327,543 Powell St
1320,Richards St,East,,,2,Prior 2010,49.2743763,-123.1260813,1320 Richards St
1400,Richards St,West,,,1,2012,49.2740214,-123.1270941,1400 Richards St
111,Robson St,North,,,1,2011,49.2779086,-123.1139958,111 Robson St
238,Robson St,South,,YT,1,2016,49.2782906,-123.1153846,238 Robson St
480,Robson St,South,,,2,Prior 2010,49.27984180000001,-123.1177644,480 Robson St
1175,Robson St,North,,,1,Prior 2010,49.2857603,-123.126341,1175 Robson St
1688,Robson St,South,,,1,Prior 2010,49.2899337,-123.1337415,1688 Robson St
1793,Robson St,North,,,1,Prior 2010,49.2914853,-123.1351738,1793 Robson St
901,Seymour St,West,,,1,Prior 2010,49.2796622,-123.1208371,901 Seymour St
1022,Seymour St,South,,DVBIA,3,2016,49.2781177,-123.1223836,1022 Seymour St
101,Smithe St,North,,YT,3,2016,49.27680780000001,-123.1156001,101 Smithe St
600,Stamps Landing,south,,,2,2016,49.2685496,-123.1182557,600 Stamps Landing
2590,Trimble St,East,,PGV,1,2011,49.2639459,-123.2058229,2590 Trimble St
243,Union St,North,,CHTN,1,2012,49.2777452,-123.0981565,243 Union St
1033,Venables St,North,,STRC,1,2012,49.2770583,-123.0816196,1033 Venables St
1255,Venables St,North,,,1,2015,49.2770225,-123.0783193,1255 Venables St
5448,Victoria Drive,East,,VDR,1,2012,49.2354235,-123.0652928,5448 Victoria Drive
5656,Victoria Drive,East,,VDR,1,2012,49.2334182,-123.0653421,5656 Victoria Drive
5732,Victoria Drive,East,,VDR,1,2012,49.2322648,-123.0652461,5732 Victoria Drive
5853,Victoria Drive,West,,VDR,1,2012,49.2311124,-123.0657589,5853 Victoria Drive
6440,Victoria Drive,East,,VDR,1,2012,49.2258678,-123.0655325,6440 Victoria Drive
4346,W 10th Av,South,,,1,Prior 2010,49.2635967,-123.2044192,4346 W 10th Av
4580,W 10th Av,South,,,1,Prior 2010,49.26368180000001,-123.2115502,4580 W 10th Av
2603,W 16th Av,North,,,2,2012,49.2578306,-123.1651046,2603 W 16th Av
2756,W 16th Av,South,,,1,Prior 2010,49.2572983,-123.1667129,2756 W 16th Av
2201,W 1st Av,West,,,1,2015,49.2709685,-123.1552914,2201 W 1st Av
988,W 21st Av,South,,,1,Prior 2010,49.2524917,-123.1270326,988 W 21st Av
2028,W 41st Av,South,,,1,Prior 2010,49.2343455,-123.1529774,2028 W 41st Av
2380,W 41st Av,South,,,1,Prior 2010,49.2344134,-123.1610953,2380 W 41st Av
2443,W 41st Av,North,,,1,2012,49.2348434,-123.1620011,2443 W 41st Av
1731,W 4th Av,North,,,1,Prior 2010,49.26822989999999,-123.1439974,1731 W 4th Av
1793,W 4th Av,North,,,2,2012,49.2681348,-123.1449289,1793 W 4th Av
2052,W 4th Av,South,,,1,2011,49.2679292,-123.1516055,2052 W 4th Av
2199,W 4th Av,North,,,1,2011,49.2684145,-123.1548368,2199 W 4th Av
2716,W 4th Av,South,,,1,2012,49.2682121,-123.1668536,2716 W 4th Av
2954,W 4th Av,South,,,1,2012,49.2682665,-123.1714794,2954 W 4th Av
3598,W 4th Av,South,,,1,2012,49.2684732,-123.1834999,3598 W 4th Av
3600,W 4th Av,South,,,1,Prior 2010,49.26859719999999,-123.1836559,3600 W 4th Av
3605,W 4th Av,North,,,1,2012,49.2687844,-123.1839663,3605 W 4th Av
3608,W 4th Av,South,,,1,2012,49.2684139,-123.1839472,3608 W 4th Av
3644,W 4th Av,South,,,1,Prior 2010,49.268486,-123.1847255,3644 W 4th Av
3651,W 4th Av,North,,,1,Prior 2010,49.2687825,-123.1847374,3651 W 4th Av
164,W 5th Av,South,,,1,Prior 2010,49.266337,-123.1090104,164 W 5th Av
1520,W 6th Av,South,,,1,Prior 2010,49.2660153,-123.139329,1520 W 6th Av
1595,W 6th Av,North,,,1,Prior 2010,49.2663718,-123.1406295,1595 W 6th Av
149,W 7th Av,North,,,3,2015,49.26491730000001,-123.107897,149 W 7th Av
342,W 8th Av,South,,,4,2011,49.263743,-123.1120117,342 W 8th Av
390,W 8th Av,South,,,1,Prior 2010,49.2638063,-123.1126933,390 W 8th Av
130,W Broadway,South,,,4,Prior 2010,49.2628046,-123.1083837,130 W Broadway
222,W Broadway,South,,,1,Prior 2010,49.2629826,-123.1100877,222 W Broadway
665,W Broadway,North,,,2,Prior 2010,49.2635959,-123.1191513,665 W Broadway
1278,W Broadway,South,,,1,2012,49.2632673,-123.1328117,1278 W Broadway
3102,W Broadway,West,,WB,2,2013,49.2639569,-123.1743334,3102 W Broadway
128,W Hastings St,South,,,1,2012,49.2819163,-123.1083174,128 W Hastings St
510,W Hastings St,South,,,2,Prior 2010,49.2841472,-123.1124146,510 W Hastings St
59,W Pender St,North,,,1,Prior 2010,49.28114009999999,-123.1067625,59 W Pender St
617,W Pender St,North,,,1,2012,49.2843124,-123.1141468,617 W Pender St
1900,York Av,North,,,1,2014,49.2715923,-123.1478338,1900 York Av
1090,Hamilton St,South,,,1,Prior 2010,49.275956,-123.1207017,1090 Hamilton St
540,Helmcken St,South,,,1,Prior 2010,49.2771866,-123.1236574,540 Helmcken St
855,Homer St,North,,DVBIA,2,2016,49.2789622,-123.1182577,855 Homer St
1090,Homer St,East,,,2,Prior 2010,49.2764044,-123.1213421,1090 Homer St
1144,Homer St,East,,,1,Prior 2010,49.2757334,-123.1223227,1144 Homer St
1082,Hornby St,East,,,1,2012,49.2796184,-123.1260631,1082 Hornby St
325,Howe St,West,,,1,Prior 2010,49.2865131,-123.1142688,325 Howe St
595,Howe St,West,,,1,Prior 2010,49.2845315,-123.1175058,595 Howe St
145,Keefer St,North,,,1,2012,49.279609,-123.1006816,145 Keefer St
856,Kingsway,South,,,1,2015,49.25497540000001,-123.0865095,856 Kingsway
