Street_Number,Street_Name,Street_Side,Skytrain_Station_Name,BIA,Number_of_Racks,Year_Installed,Latitude,Longitude,Full_Name
855,E Hastings St,North,,,1,2015,49.2812354,-123.0859147,855 E Hastings St
879,E Hastings St,North,,,1,2015,49.2813408,-123.0854301,879 E Hastings St
895,E Hastings St,North,,STRC,1,2016,49.2812551,-123.0851094,895 E Hastings St
3423,E Hastings St,North,,,1,2011,49.28153140000001,-123.0303562,3423 E Hastings St
3213,Fraser St,West,,,1,2011,49.256131,-123.090098,3213 Fraser St
3485,Fraser St,West,,,2,2013,49.2539694,-123.0901981,3485 Fraser St
5907,Fraser St,West,,SHL,1,2011,49.23086259999999,-123.0908625,5907 Fraser St
5914,Fraser St,East,,SHL,1,2011,49.2307691,-123.0902548,5914 Fraser St
6204,Fraser St,East,,SHL,1,2011,49.2281294,-123.0903988,6204 Fraser St
6207,Fraser St,West,,SHL,1,2011,49.2281521,-123.0910321,6207 Fraser St
6305,Fraser St,West,,,2,Prior 2010,49.2271548,-123.090974,6305 Fraser St
2600,Granville St,East,,,1,Prior 2010,49.2625082,-123.1384165,2600 Granville St
2723,Granville St,West,,SGV,1,2013,49.2613028,-123.13899,2723 Granville St
2801,Granville St,West,,SGV,1,2013,49.2606158,-123.1389851,2801 Granville St
8002,Granville St,East,,,1,Prior 2010,49.2130543,-123.1399976,8002 Granville St
8168,Granville St,East,,MRP,1,2012,49.2117893,-123.1400549,8168 Granville St
8679,Granville St,West,,MRP,1,2012,49.207488,-123.1407868,8679 Granville St
883,Hamilton St,West,,,1,2015,49.27807989999999,-123.1174209,883 Hamilton St
3195,Heather St,West,,,1,2012,49.2571297,-123.1202521,3195 Heather St
409,Heatley Av,West,,STRC,1,2012,49.2807829,-123.0897008,409 Heatley Av
508,Helmcken St,South,,,1,Prior 2010,49.2771212,-123.1231753,508 Helmcken St
609,Helmcken St,North,,DVBIA,3,2016,49.2780262,-123.1234443,609 Helmcken St
420,Homer St,East,,,2,Prior 2010,49.2830778,-123.1112106,420 Homer St
777,Homer St,West,,,3,2013,49.2800044,-123.1166797,777 Homer St
586,Hornby St,East,,,1,Prior 2010,49.2850164,-123.1179765,586 Hornby St
1401,Hornby St,West,,,1,2011,49.2761617,-123.1318095,1401 Hornby St
1095,Howe St,West,,,1,Prior 2010,49.2791387,-123.1255831,1095 Howe St
1284,Kingsway,South,,,1,2015,49.25113109999999,-123.0785381,1284 Kingsway
1327,Kingsway,North,,,1,2014,49.2511954,-123.0774919,1327 Kingsway
1346,Kingsway,South,,,1,2014,49.25046649999999,-123.0771411,1346 Kingsway
1850,Kingsway,South,,,1,2013,49.2459757,-123.0672874,1850 Kingsway
2127,Kingsway,North,,,1,2012,49.2443031,-123.0629874,2127 Kingsway
2298,Kingsway,South,,,3,2016,49.2418365,-123.0586296,2298 Kingsway
2310,Kingsway,South,,,3,2015,49.2416342,-123.0580514,2310 Kingsway
3012,Kingsway,South,,CWD,1,2013,49.2356927,-123.0420731,3012 Kingsway
3490,Kingsway,South,,CWD,1,2013,49.2318739,-123.0293601,3490 Kingsway
3541,Kingsway,North,,,1,Prior 2010,49.2322924,-123.0278407,3541 Kingsway
405,Kootenay St,West,,,2,2011,49.280928,-123.0259438,405 Kootenay St
222,Main St,East,,,1,2012,49.2825458,-123.0989634,222 Main St
245,Main St,West,,,2,2015,49.28246410000001,-123.0998326,245 Main St
700,Main St,East,,,2,2012,49.2784656,-123.0995788,700 Main St
2148,Main St,East,,,1,2014,49.2657672,-123.1003765,2148 Main St
2600,Main St,East,,,1,Prior 2010,49.2618549,-123.1007466,2600 Main St
2830,Main St,East,,,1,2015,49.2598136,-123.100861,2830 Main St
2970,Main St,East,,,1,Prior 2010,49.2671309,-123.1004062,2970 Main St
3418,Main St,East,,,2,2015,49.2546346,-123.1006472,3418 Main St
3448,Main St,East,,,1,2015,49.2544498,-123.1006141,3448 Main St
4124,Main St,East,,,1,2015,49.2484359,-123.1008299,4124 Main St
4216,Main St,East,,,1,2015,49.2473288,-123.1009045,4216 Main St
4423,Main St,West,,,2,2015,49.2455601,-123.1014767,4423 Main St
4554,Main St,East,,,1,2015,49.2438397,-123.1009628,4554 Main St
4673,Main St,West,,,1,2015,49.2427393,-123.1015864,4673 Main St
5685,Main St,West,,,1,Prior 2010,49.2333618,-123.1017698,5685 Main St
127,N Templeton Drive,West,,,1,2012,49.2862322,-123.0598428,127 N Templeton Drive
1268,Pacific Boulevard,South,,,1,2015,49.2734849,-123.1220447,1268 Pacific Boulevard
1300,Pacific Boulevard,South,,,3,2015,49.2723252,-123.124865,1300 Pacific Boulevard
453,Powell St,North,,STRC,1,2012,49.2833117,-123.0940859,453 Powell St
1315,Powell St,North,,,2,2015,49.2833364,-123.0762934,1315 Powell St
1728,Powell St,North,,,1,2014,49.2838031,-123.0695898,1728 Powell St
2323,Quebec St,West,,,2,2012,49.2643626,-123.1031116,2323 Quebec St
422,Railway St,South,,,1,2015,49.2845992,-123.0948156,422 Railway St
460,Railway St,South,,STRC,1,2012,49.2845167,-123.0939995,460 Railway St
910,Richards St,South,,DVBIA,3,2016,49.278787,-123.1195228,910 Richards St
340,Robson St,South,,YT,1,2016,49.2788855,-123.1165354,340 Robson St
1716,Robson St,South,,,1,Prior 2010,49.2905731,-123.1344726,1716 Robson St
1817,Robson St,North,,,2,Prior 2010,49.2917419,-123.1354666,1817 Robson St
900,Seymour St,South,,DVBIA,1,2016,49.2794251,-123.1203472,900 Seymour St
1155,Seymour St,West,,DVBIA,1,2016,49.2772508,-123.1246167,1155 Seymour St
79,Smithe St,North,,,2,2011,49.2754436,-123.1146257,79 Smithe St
231,Union St,North,,CHTN,1,2012,49.2777512,-123.0985753,231 Union St
1457,Venables St,North,,,1,2015,49.2768376,-123.0751911,1457 Venables St
1461,Venables St,North,,,1,2015,49.27691910000001,-123.075133,1461 Venables St
1302,Victoria Drive,East,,,1,Prior 2010,49.272915,-123.0655243,1302 Victoria Drive
5590,Victoria Drive,East,,,1,Prior 2010,49.2340866,-123.0652234,5590 Victoria Drive
6586,Victoria Drive,East,,VDR,1,2012,49.224274,-123.0655864,6586 Victoria Drive
3712,W 10th Av,South,,,1,2015,49.263338,-123.1862842,3712 W 10th Av
3760,W 10th Av,South,,,1,Prior 2010,49.2633836,-123.186895,3760 W 10th Av
4364,W 10th Av,South,,,1,2015,49.2636424,-123.2048863,4364 W 10th Av
4444,W 10th Av,South,,,1,Prior 2010,49.2636912,-123.2074485,4444 W 10th Av
4456,W 10th Av,South,,,1,Prior 2010,49.26366050000001,-123.2079568,4456 W 10th Av
4479,W 10th Av,North,,,1,Prior 2010,49.2639771,-123.2084503,4479 W 10th Av
4530,W 10th Av,South,,PGV,1,2011,49.2636444,-123.2101329,4530 W 10th Av
4545,W 10th Av,North,,PGV,1,2011,49.264107,-123.2100067,4545 W 10th Av
1520,W 15th Av,South,,SGV,1,2013,49.257895,-123.1391959,1520 W 15th Av
1800,W 1st Av,South,,,2,Prior 2010,49.2705777,-123.145796,1800 W 1st Av
29,W 2nd Av,North,,,1,2012,49.2692516,-123.1053173,29 W 2nd Av
336,W 2nd Av,South,,,1,2012,49.2681072,-123.111497,336 W 2nd Av
1534,W 2nd Av,South,,,1,Prior 2010,49.269681,-123.1396619,1534 W 2nd Av
1780,W 3rd Av,South,,,1,Prior 2010,49.2687123,-123.1451282,1780 W 3rd Av
2120,W 41st Av,South,,,1,Prior 2010,49.2344253,-123.1565695,2120 W 41st Av
2246,W 41st Av,South,,,1,2012,49.2343875,-123.1592125,2246 W 41st Av
2303,W 41st Av,North,,,1,Prior 2010,49.2348942,-123.1597659,2303 W 41st Av
2326,W 41st Av,South,,,1,Prior 2010,49.2344692,-123.1602201,2326 W 41st Av
3516,W 41st Av,South,,DBR,1,2016,49.234603,-123.182674,3516 W 41st Av
3562,W 41st Av,South,,DBR,1,2016,49.2346193,-123.1837495,3562 W 41st Av
165,W 4th Av,West,,,1,2012,49.267579,-123.1091948,165 W 4th Av
1615,W 4th Av,North,,,1,Prior 2010,49.2680776,-123.1411273,1615 W 4th Av
1804,W 4th Av,South,,,1,2011,49.26784199999999,-123.1458844,1804 W 4th Av
1843,W 4th Av,North,,,1,2011,49.2682015,-123.1466591,1843 W 4th Av
2028,W 4th Av,South,,,1,2011,49.2679129,-123.1512309,2028 W 4th Av
2199,W 4th Av,North,,,1,2010,49.2684145,-123.1548368,2199 W 4th Av
2200,W 4th Av,South,,,8,Prior 2010,49.2679266,-123.15535,2200 W 4th Av
2698,W 4th Av,East,,,1,2013,49.268204,-123.166196,2698 W 4th Av
2724,W 4th Av,South,,,1,Prior 2010,49.268152,-123.1670302,2724 W 4th Av
2919,W 4th Av,North,,,1,2013,49.2685525,-123.1698934,2919 W 4th Av
375,W 5th,North,,,2,2014,49.2668578,-123.1119283,375 W 5th
188,W 5th Av,North,,,2,2012,49.2663362,-123.1092405,188 W 5th Av
77,W 8th Av,North,,,1,2012,49.2640521,-123.1066384,77 W 8th Av
428,W 8th Av,South,,,2,Prior 2010,49.2637344,-123.1134447,428 W 8th Av
532,W Broadway,South,,,1,Prior 2010,49.2629332,-123.1160419,532 W Broadway
777,W Broadway,North,,,2,Prior 2010,49.2635975,-123.1213494,777 W Broadway
1063,W Broadway,North,,,1,2015,49.2636123,-123.1281018,1063 W Broadway
1088,W Broadway,South,,,1,2015,49.2633005,-123.1287327,1088 W Broadway
1727,W Broadway,North,,,2,Prior 2010,49.2639784,-123.1440382,1727 W Broadway
2150,W Broadway,South,,,1,2015,49.26356149999999,-123.153939,2150 W Broadway
2283,W Broadway,North,,,1,2014,49.2641338,-123.156775,2283 W Broadway
2579,W Broadway,North,,,1,2014,49.2641737,-123.1641826,2579 W Broadway
2681,W Broadway,North,,,1,Prior 2010,49.2641566,-123.1657739,2681 W Broadway
2696,W Broadway,South,,WB,1,2011,49.2638724,-123.1662678,2696 W Broadway
3065,W Broadway,North,,,1,Prior 2010,49.2643042,-123.1733876,3065 W Broadway
3328,W Broadway,South,,WB,1,2011,49.2640952,-123.1784483,3328 W Broadway
3431,W Broadway,North,,,1,Prior 2010,49.2645406,-123.1807458,3431 W Broadway
180,W Georgia St,South,,,2,2011,49.27884580000001,-123.1129522,180 W Georgia St
1025,W Georgia St,North,,,1,2011,49.28493270000001,-123.1211805,1025 W Georgia St
163,W Hastings St,North,,,3,2010,49.2825204,-123.1091304,163 W Hastings St
314,W Hastings St,South,,,1,2011,49.2828957,-123.1104444,314 W Hastings St
324,W Hastings St,South,,,1,Prior 2010,49.28289119999999,-123.1107005,324 W Hastings St
400,W Hastings St,South,,,3,2011,49.2834258,-123.1112854,400 W Hastings St
848,W Hastings St,South,,,1,Prior 2010,49.2863048,-123.1156548,848 W Hastings St
1099,W Hastings St,North,,,2,2010,49.288112,-123.1191763,1099 W Hastings St
416,W Pender St,South,,,1,2012,49.2828531,-123.1124736,416 W Pender St
445,W Pender St,North,,,1,2012,49.28336179999999,-123.112353,445 W Pender St
789,W Pender St,North,,,2,Prior 2010,49.285239,-123.1153739,789 W Pender St
5663,West Boulevard,West,,,1,2012,49.2349743,-123.1557063,5663 West Boulevard
5777,West Boulevard,West,,,1,2012,49.2338904,-123.1557466,5777 West Boulevard
1555,Yew St,West,,,2,2014,49.27198019999999,-123.1552502,1555 Yew St
1900,York Av,South,,,1,2014,49.2715923,-123.1478338,1900 York Av
2450,Yukon St,East,,,1,2014,49.2635573,-123.1127305,2450 Yukon St
2490,Yukon St,East,,,1,2012,49.263301,-123.1129314,2490 Yukon St
869,Beatty St,West,,YT,1,2016,49.27693980000001,-123.115163,869 Beatty St
1300,Broughton St,West,,,2,2012,49.2830095,-123.1373556,1300 Broughton St
635,Burrard St,West,Burrrad,,4,2012,49.2854115,-123.119882,635 Burrard St
1157,Burrard St,West,,,1,2015,49.2795423,-123.1292116,1157 Burrard St
1160,Burrard St,East,,,1,2015,49.2794085,-123.1283344,1160 Burrard St
2110,Burrard St,East,,,2,Prior 2010,49.2669208,-123.1451891,2110 Burrard St
800,Bute St,West,,,1,2012,49.285851,-123.1270165,800 Bute St
1380,Commercial Dr,East,,,2,2013,49.272337,-123.0692875,1380 Commercial Dr
1733,Comox St,North,,,5,Prior 2010,49.2882949,-123.1386053,1733 Comox St
5601,Dunbar St,West,,,2,Prior 2010,49.2356334,-123.1855745,5601 Dunbar St
2177,Dundas St,North,,,1,2012,49.2849105,-123.059871,2177 Dundas St
111,E 10th,North,,,2,2014,49.2623227,-123.1027723,111 E 10th
2800,E 12th Av,South,,,1,2012,49.2592016,-123.045114,2800 E 12th Av
696,E 45th Av,South,,,2,2012,49.2290968,-123.0911726,696 E 45th Av
45,E 6th Av,North,,,1,2015,49.2658297,-123.1037445,45 E 6th Av
48,E 6th Av,South,,,2,2012,49.2653217,-123.1034754,48 E 6th Av
203,E 6th Av,North,,,2,Prior 2010,49.26560569999999,-123.1003817,203 E 6th Av
1725,E Broadway,North,Commercial-Broadway,,4,2012,49.2626618,-123.0692773,1725 E Broadway
708,E Hastings St,South,,,1,2015,49.280911,-123.0893172,708 E Hastings St
769,E Hastings St,North,,STRC,1,2013,49.28146530000001,-123.0879258,769 E Hastings St
828,E Hastings St,South,,,1,2015,49.2809487,-123.0865478,828 E Hastings St
1756,E Hastings St,South,,,1,2012,49.2809014,-123.0692405,1756 E Hastings St
2585,E Hastings St,North,,,1,Prior 2010,49.2814764,-123.0524809,2585 E Hastings St
1338,Franklin St,South,,,2,2015,49.2821604,-123.0762579,1338 Franklin St
3497,Fraser St,West,,,1,2012,49.2538841,-123.0902689,3497 Fraser St
4208,Fraser St,East,,,3,2016,49.247438,-123.0898954,4208 Fraser St
4230,Fraser St,East,,,1,2012,49.2473394,-123.0899268,4230 Fraser St
1154,Gilford St,East,,,1,Prior 2010,49.288723,-123.1424502,1154 Gilford St
789,Gore St,North,,CHTN,2,2013,49.2777443,-123.0971668,789 Gore St
1176,Granville St,East,,,2,Prior 2010,49.2772331,-123.1255071,1176 Granville St
1306,Granville St,East,,,3,2015,49.2758751,-123.1277969,1306 Granville St
2814,Granville St,East,,,1,Prior 2010,49.2604676,-123.1383776,2814 Granville St
3007,Granville St,West,,,1,2015,49.2587377,-123.1389809,3007 Granville St
7985,Granville St,West,,,2,Prior 2010,49.2133671,-123.1406017,7985 Granville St
8075,Granville St,West,,,2,Prior 2010,49.2125199,-123.1406699,8075 Granville St
3275,Heather St,West,,,2,2015,49.25635639999999,-123.1203712,3275 Heather St
891,Homer St,West,,,2,Prior 2010,49.2788115,-123.1184097,891 Homer St
1068,Homer St,East,,,1,Prior 2010,49.27646319999999,-123.1209896,1068 Homer St
1001,Hornby St,West,,,3,2015,49.2805242,-123.1254311,1001 Hornby St
1021,Kingsway,North,,,1,2015,49.2538446,-123.0831565,1021 Kingsway
1096,Kingsway,South,,,1,2015,49.2528326,-123.0819855,1096 Kingsway
1333,Kingsway,North,,,1,2014,49.25118330000001,-123.0772991,1333 Kingsway
3544,Kingsway,South,,CWD,1,2013,49.2318981,-123.0275665,3544 Kingsway
3665,Kingsway,North,,CWD,2,2013,49.2326922,-123.0241837,3665 Kingsway
4021,Macdonald St,West,,,1,2016,49.2507124,-123.1680651,4021 Macdonald St
4075,Macdonald St,West,,,1,2016,49.2502691,-123.1681014,4075 Macdonald St
4105,Macdonald St,West,,,1,2016,49.24981940000001,-123.1680227,4105 Macdonald St
231,Main St,West,,,2,2013,49.2826847,-123.0999126,231 Main St
4628,Main St,East,,,2,2015,49.24301149999999,-123.1009814,4628 Main St
2515,Ontario St,West,,,1,Prior 2010,49.2627706,-123.105162,2515 Ontario St
1213,Pacific Boulevard,North,,YT,1,2016,49.2740549,-123.1222679,1213 Pacific Boulevard
1300,Pacific Boulevard,South,,,3,2016,49.2723252,-123.124865,1300 Pacific Boulevard
3215,Point Grey Rd,North,,,2,2014,49.2716422,-123.1762376,3215 Point Grey Rd
374,Powell St,South,,STRC,1,2012,49.2830001,-123.0960338,374 Powell St
537,Powell St,North,,STRC,3,2012,49.2832978,-123.0924582,537 Powell St
1818,Quebec St,East,,,3,2016,49.2688907,-123.1020984,1818 Quebec St
343,Railway St,North,,,1,Prior 2010,49.2847251,-123.0967432,343 Railway St
808,Richards St,East,,,1,Prior 2010,49.2798224,-123.1180829,808 Richards St
111,Robson St,West,,,2,2016,49.2779086,-123.1139958,111 Robson St
280,Robson St,South,,YT,1,2016,49.27855419999999,-123.1158099,280 Robson St
1187,Robson St,North,,,1,Prior 2010,49.2859104,-123.1263908,1187 Robson St
1225,Robson St,North,,,1,Prior 2010,49.28665789999999,-123.1272672,1225 Robson St
1280,Robson St,South,,,1,Prior 2010,49.2866272,-123.1282873,1280 Robson St
1553,Robson St,North,,,1,Prior 2010,49.2893167,-123.1318583,1553 Robson St
1785,Robson St,North,,,2,Prior 2010,49.2914367,-123.1350196,1785 Robson St
1107,Seymour St,West,,,3,Prior 2010,49.2774093,-123.1241494,1107 Seymour St
1160,Seymour St,East,,,1,Prior 2010,49.2769151,-123.1246209,1160 Seymour St
2025,Stephens St,West,,,2,2013,49.2681366,-123.1666008,2025 Stephens St
1495,Venables St,North,,,1,2015,49.2769483,-123.074431,1495 Venables St
5157,Victoria Drive,West,,VDR,1,2012,49.23788099999999,-123.0657391,5157 Victoria Drive
5449,Victoria Drive,West,,VDR,1,2012,49.2348653,-123.0656662,5449 Victoria Drive
5780,Victoria Drive,East,,VDR,1,2012,49.231685,-123.065392,5780 Victoria Drive
2104,Alberta St,East,,,2,2011,49.2664712,-123.1105609,2104 Alberta St
2083,Alma St,West,,,1,Prior 2010,49.2679594,-123.1862978,2083 Alma St
2607,Alma St,West,,,1,Prior 2010,49.2631994,-123.1860969,2607 Alma St
2500,Blenheim St,West,,WB,1,2011,49.2645767,-123.177649,2500 Blenheim St
1980,Burrard St,East,,,1,Prior 2010,49.2681585,-123.1453345,1980 Burrard St
2445,Burrard St,West,,,1,Prior 2010,49.2640931,-123.146068,2445 Burrard St
220,Cambie St,East,,CB,2,2016,49.2841284,-123.1084971,220 Cambie St
2925,Cambie St,West,,CB,1,2016,49.2592564,-123.1152891,2925 Cambie St
3305,Cambie St,West,,,1,Prior 2010,49.255806,-123.1153729,3305 Cambie St
3440,Cambie St,East,,,1,Prior 2010,49.2544827,-123.1149009,3440 Cambie St
4030,Cambie St,East,,CB,1,2016,49.2497026,-123.1152041,4030 Cambie St
4050,Cambie St,East,,CB,1,2016,49.2495953,-123.1151422,4050 Cambie St
1345,Clark Drive,West,,,3,2015,49.2725703,-123.0777551,1345 Clark Drive
203,Columbia St,North,,,2,2014,49.26578139999999,-123.1096251,203 Columbia St
1365,Commercial Drive,West,,,1,2012,49.2725046,-123.0698589,1365 Commercial Drive
1620,Commercial Drive,East,,,1,Prior 2010,49.2701556,-123.0694787,1620 Commercial Drive
2290,Commercial Drive,East,,,1,Prior 2010,49.2642997,-123.0695033,2290 Commercial Drive
2879,Commercial Drive,West,,,3,2015,49.2589765,-123.0700724,2879 Commercial Drive
1941,Cornwall Av,North,,,1,Prior 2010,49.2726593,-123.1487102,1941 Cornwall Av
1945,Cornwall Av,North,,,1,Prior 2010,49.2726203,-123.1488497,1945 Cornwall Av
3425,Crowley,North,,,1,2014,49.2375626,-123.0321874,3425 Crowley
216,Davie St,South,,,1,Prior 2010,49.274317,-123.1221249,216 Davie St
1015,Denman St,West,,,3,Prior 2010,49.2892337,-123.1393061,1015 Denman St
1156,Denman St,East,,,1,Prior 2010,49.28767819999999,-123.1410182,1156 Denman St
3335,Dunbar St,West,,,1,Prior 2010,49.2570089,-123.1853828,3335 Dunbar St
3468,Dunbar St,East,,,1,Prior 2010,49.2559372,-123.1849327,3468 Dunbar St
4395,Dunbar St,West,,,1,Prior 2010,49.2472524,-123.185635,4395 Dunbar St
4497,Dunbar St,West,,,1,2012,49.2463028,-123.1854284,4497 Dunbar St
5587,Dunbar St,West,,,1,Prior 2010,49.2357423,-123.1856123,5587 Dunbar St
295,E 11th Av,North,,,1,Prior 2010,49.2614578,-123.098593,295 E 11th Av
127,E 4th Av,North,,,1,2012,49.267474,-123.1022511,127 E 4th Av
156,E 7th Av,South,,,2,2012,49.264446,-123.1015707,156 E 7th Av
533,E Hastings St,North,,,1,Prior 2010,49.28136629999999,-123.0924782,533 E Hastings St
533,E Hastings St,North,,,1,2013,49.28136629999999,-123.0924782,533 E Hastings St
1298,E Hastings St,South,,,3,2015,49.2811628,-123.0773277,1298 E Hastings St
1618,E Hastings St,South,,,1,2012,49.2811173,-123.0718179,1618 E Hastings St
3435,E Hastings St,North,,,1,2011,49.2814211,-123.0299335,3435 E Hastings St
3599,E Hastings St,North,,,1,2011,49.2813568,-123.0259464,3599 E Hastings St
3227,Fraser St,West,,,1,2011,49.2559551,-123.0903002,3227 Fraser St
6105,Fraser St,West,,SHL,1,2011,49.2290751,-123.0908996,6105 Fraser St
1117,Granville St,West,,,4,2012,49.2781493,-123.1252321,1117 Granville St
2447,Granville St,West,,,1,Prior 2010,49.26376459999999,-123.138789,2447 Granville St
3047,Granville St,West,,,1,2015,49.2584921,-123.1391672,3047 Granville St
3097,Granville St,North,,SGV,1,2013,49.2581497,-123.1391527,3097 Granville St
3149,Granville St,West,,SGV,1,2013,49.2575934,-123.1390936,3149 Granville St
8435,Granville St,West,,MRP,1,2012,49.2101127,-123.1407142,8435 Granville St
858,Hamilton St,East,,,1,2015,49.2782575,-123.1165563,858 Hamilton St
2530,Heather St,East,,,1,Prior 2010,49.26327819999999,-123.1198753,2530 Heather St
609,Helmcken St,West,,,2,Prior 2010,49.2780262,-123.1234443,609 Helmcken St
649,Helmcken St,West,,,1,Prior 2010,49.2780821,-123.1241912,649 Helmcken St
514,Homer St,East,,,1,2011,49.28239900000001,-123.112131,514 Homer St
815,Hornby St,West,,,2,Prior 2010,49.2824581,-123.122584,815 Hornby St
1177,Hornby St,West,,,1,Prior 2010,49.2789144,-123.1279001,1177 Hornby St
1401,Hornby St,West,,,1,2010,49.2761617,-123.1318095,1401 Hornby St
1512,Howe St,East,,,1,Prior 2010,49.2740835,-123.1321761,1512 Howe St
232,Keefer St,South,,,1,2012,49.2793684,-123.0988074,232 Keefer St
612,Kingsway,South,,,1,Prior 2010,49.2571162,-123.0913446,612 Kingsway
776,Kingsway,South,,,1,2015,49.2557084,-123.0880571,776 Kingsway
898,Kingsway,South,,,3,2015,49.2547975,-123.0856013,898 Kingsway
1170,Kingsway,South,,,1,2015,49.25228389999999,-123.0807477,1170 Kingsway
1475,Kingsway,North,,,1,2011,49.2494794,-123.0739147,1475 Kingsway
2536,Kingsway,South,,,1,2013,49.239455,-123.0535714,2536 Kingsway
2934,Kingsway,South,,,1,2013,49.2359707,-123.0451146,2934 Kingsway
2001,Macdonald St,South,,,1,2012,49.268139,-123.1685832,2001 Macdonald St
4107,Macdonald St,West,,,1,2016,49.24976299999999,-123.1680153,4107 Macdonald St
101,Main St,West,,,3,2015,49.2839874,-123.099866,101 Main St
506,Main St,East,,,1,2012,49.2801693,-123.0995187,506 Main St
708,Main St,East,,,1,2012,49.278194,-123.0995865,708 Main St
3561,Main St,West,,,2,2015,49.25310899999999,-123.101106,3561 Main St
3699,Main St,West,,,1,Prior 2010,49.25191599999999,-123.1012221,3699 Main St
3795,Main St,West,,,1,2015,49.2510403,-123.1013743,3795 Main St
4301,Main St,West,,,1,2015,49.2471105,-123.1014928,4301 Main St
4355,Main St,West,,,1,2015,49.246568,-123.1015161,4355 Main St
4570,Main St,East,,,1,Prior 2010,49.2436287,-123.1009583,4570 Main St
1605,Manitoba St,West,,,5,2012,49.2714347,-123.106812,1605 Manitoba St
1205,Melville St,North,,,2,2015,49.2883654,-123.1240059,1205 Melville St
1836,Ontario St,East,,,2,2014,49.2685718,-123.1045377,1836 Ontario St
1267,Pacific Boulevard,North,,YT,1,2016,49.27375139999999,-123.1232728,1267 Pacific Boulevard
415,Powell St,North,,STRC,1,2012,49.2832681,-123.0949205,415 Powell St
477,Powell St,North,,,4,2015,49.28341,-123.0935619,477 Powell St
550,Powell St,South,,STRC,1,2012,49.2827905,-123.0921469,550 Powell St
807,Powell St,North,,,2,2015,49.2832448,-123.0866676,807 Powell St
430,Robson St,South,,YT,1,2016,49.2795863,-123.1173752,430 Robson St
1100,Robson St,South,,,4,2015,49.284626,-123.1251288,1100 Robson St
1300,Robson St,South,,,1,Prior 2010,49.2870362,-123.1290585,1300 Robson St
1323,Robson St,North,,,1,Prior 2010,49.2872002,-123.1285931,1323 Robson St
1067,Seymour St,West,,,1,Prior 2010,49.2779625,-123.1233504,1067 Seymour St
1199,Seymour St,West,,DVBIA,1,2016,49.2768198,-123.1250795,1199 Seymour St
405,Skeena St,West,,,4,2011,49.28082819999999,-123.028686,405 Skeena St
79,Smithe St,North,,,2,2014,49.2754436,-123.1146257,79 Smithe St
589,Smithe St,North,,DVBIA,4,2016,49.2796315,-123.1200085,589 Smithe St
2025,Stephens St,West,,,2,Prior 2010,49.2681366,-123.1666008,2025 Stephens St
2400,Trutch St,East,,WB,1,2011,49.2650798,-123.1758985,2400 Trutch St
221,Union St,North,,CHTN,1,2012,49.277804,-123.098793,221 Union St
251,Union St,North,,,1,Prior 2010,49.27779169999999,-123.0979537,251 Union St
1530,Venables St,South,,,1,2015,49.2765934,-123.0726119,1530 Venables St
4932,Victoria Drive,East,,VDR,1,2012,49.2395209,-123.0651639,4932 Victoria Drive
5661,Victoria Drive,West,,VDR,1,2012,49.2330972,-123.0657903,5661 Victoria Drive
6471,Victoria Drive,West,,VDR,2,2012,49.2257146,-123.0660257,6471 Victoria Drive
6579,Victoria Drive,West,,,1,Prior 2010,49.2244852,-123.0660132,6579 Victoria Drive
6647,Victoria Drive,West,,VDR,1,2012,49.223947,-123.0660279,6647 Victoria Drive
6689,Victoria Drive,West,,VDR,1,2012,49.22358690000001,-123.0659645,6689 Victoria Drive
3751,W 10th Av,North,,,1,2015,49.2636506,-123.1869388,3751 W 10th Av
4538,W 10th Av,South,,,1,Prior 2010,49.2636571,-123.2103406,4538 W 10th Av
2108,W 12th Av,South,,,1,2012,49.2608718,-123.153422,2108 W 12th Av
1510,W 14th Av,South,,,1,Prior 2010,49.258822,-123.1393407,1510 W 14th Av
1855,W 1st Av,North,,,2,Prior 2010,49.2708542,-123.1474196,1855 W 1st Av
1720,W 2nd Av,South,,,1,2012,49.26959129999999,-123.1434718,1720 W 2nd Av
2102,W 39th Av,South,,,1,Prior 2010,49.2363523,-123.1561235,2102 W 39th Av
2057,W 41st Av,North,,,1,2012,49.2347083,-123.1535972,2057 W 41st Av
2253,W 41st Av,North,,,1,2012,49.23485050000001,-123.1586297,2253 W 41st Av
2260,W 41st Av,South,,,1,2012,49.2344887,-123.159334,2260 W 41st Av
2496,W 41st Av,South,,,1,2012,49.2344905,-123.1623869,2496 W 41st Av
163,W 4th Av,West,,,1,2012,49.2676877,-123.1087526,163 W 4th Av
1599,W 4th Av,North,,,2,2012,49.26816059999999,-123.1405911,1599 W 4th Av
1707,W 4th Av,North,,KT,1,2017,49.26818979999999,-123.1436312,1707 W 4th Av
1755,W 4th Av,North,,,1,Prior 2010,49.2683115,-123.1445962,1755 W 4th Av
1775,W 4th Av,North,,,1,Prior 2010,49.2681359,-123.1451573,1775 W 4th Av
1828,W 4th Av,South,,,1,2011,49.2678398,-123.146348,1828 W 4th Av
1905,W 4th Av,North,,,1,2011,49.2681812,-123.1483125,1905 W 4th Av
1906,W 4th Av,South,,,2,2011,49.2678425,-123.14818,1906 W 4th Av
1985,W 4th Av,North,,,1,Prior 2010,49.2683085,-123.1499464,1985 W 4th Av
1992,W 4th Av,South,,,1,2011,49.2678776,-123.1500831,1992 W 4th Av
2228,W 4th Av,South,,,1,2010,49.2679457,-123.1559443,2228 W 4th Av
